File generated on // Fichier créé sur, 2023-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant:, NOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités, ppb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant//Polluant,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
NOX,10102,St. John's,NL,47.56038,-52.71147,1/29/2006,9,8,8,10,6,6,8,5,10,6,5,5,5,5,7,7,9,9,11,10,16,10,12,10
NOX,10102,St. John's,NL,47.56038,-52.71147,1/30/2006,42,137,28,8,7,9,18,25,35,26,10,10,15,15,11,12,12,11,7,15,12,19,23,19
NOX,10102,St. John's,NL,47.56038,-52.71147,1/31/2006,14,8,6,4,3,3,3,8,12,11,10,12,16,31,14,12,17,19,12,11,18,21,20,13
NOX,10102,St. John's,NL,47.56038,-52.71147,2/1/2006,10,7,6,3,2,1,2,5,4,14,22,7,8,10,10,16,19,14,15,13,15,11,12,12
NOX,10102,St. John's,NL,47.56038,-52.71147,2/2/2006,7,7,5,7,4,12,7,7,5,4,5,5,8,9,9,6,7,6,6,5,5,5,6,5
NOX,10102,St. John's,NL,47.56038,-52.71147,2/3/2006,5,7,5,6,6,15,4,11,19,17,17,13,14,13,13,14,22,38,40,55,51,60,57,62
NOX,10102,St. John's,NL,47.56038,-52.71147,2/4/2006,39,33,24,20,13,19,20,27,23,9,7,6,5,6,5,4,4,5,15,11,11,9,9,11
NOX,10102,St. John's,NL,47.56038,-52.71147,2/5/2006,11,19,14,11,8,16,9,13,12,8,7,7,8,14,27,20,18,19,12,12,8,6,6,9
NOX,10102,St. John's,NL,47.56038,-52.71147,2/6/2006,4,4,4,5,3,3,6,10,11,7,7,5,13,42,15,21,29,44,18,9,10,10,9,6
NOX,10102,St. John's,NL,47.56038,-52.71147,2/7/2006,7,7,7,10,23,40,64,39,35,35,10,10,8,9,10,8,9,9,11,14,14,22,10,11
NOX,10102,St. John's,NL,47.56038,-52.71147,2/8/2006,14,15,14,22,8,19,24,29,44,34,34,-999,-999,15,13,16,17,21,24,17,12,17,16,10
NOX,10102,St. John's,NL,47.56038,-52.71147,2/9/2006,13,30,8,12,14,19,9,17,21,27,12,14,11,14,18,17,14,16,11,13,9,8,6,6
NOX,10102,St. John's,NL,47.56038,-52.71147,2/10/2006,10,9,13,11,7,11,32,53,107,87,31,41,46,35,32,31,28,18,11,10,9,9,7,8
NOX,10102,St. John's,NL,47.56038,-52.71147,2/11/2006,5,5,6,10,4,6,4,5,7,6,5,5,5,6,6,7,8,6,6,7,8,5,7,7
NOX,10102,St. John's,NL,47.56038,-52.71147,2/12/2006,7,9,6,6,5,4,4,7,7,7,6,6,9,10,12,10,10,11,8,7,5,3,3,4
NOX,10102,St. John's,NL,47.56038,-52.71147,2/13/2006,4,2,1,2,12,8,15,7,6,6,5,4,4,4,4,5,5,5,4,4,4,4,4,4
NOX,10102,St. John's,NL,47.56038,-52.71147,2/14/2006,4,12,3,4,7,5,5,11,16,11,9,11,11,11,9,9,10,12,9,10,8,16,14,17
NOX,10102,St. John's,NL,47.56038,-52.71147,2/15/2006,16,7,5,5,5,10,16,28,13,8,-999,5,5,7,6,9,12,12,11,10,10,9,7,6
NOX,10102,St. John's,NL,47.56038,-52.71147,2/16/2006,5,5,4,4,4,7,6,13,13,12,13,7,-999,14,9,12,20,20,11,12,11,10,8,6
NOX,10102,St. John's,NL,47.56038,-52.71147,2/17/2006,5,4,4,3,4,10,27,43,20,13,11,26,26,22,28,15,14,8,5,5,5,4,4,4
NOX,10102,St. John's,NL,47.56038,-52.71147,2/18/2006,4,4,4,4,3,3,2,3,3,4,4,4,5,4,6,6,5,5,5,5,6,5,8,10
NOX,10102,St. John's,NL,47.56038,-52.71147,2/19/2006,5,9,7,6,4,4,4,5,5,6,5,5,5,6,5,6,9,8,6,6,10,14,12,5
NOX,10102,St. John's,NL,47.56038,-52.71147,2/20/2006,5,15,9,7,5,8,6,13,11,10,8,8,9,9,8,13,14,13,9,9,12,9,8,5
NOX,10102,St. John's,NL,47.56038,-52.71147,2/21/2006,4,11,11,11,13,16,23,59,41,29,7,15,16,14,12,18,14,12,8,10,9,10,16,11
NOX,10102,St. John's,NL,47.56038,-52.71147,2/22/2006,14,13,15,16,10,7,7,11,17,17,15,13,17,14,13,10,10,8,7,6,5,5,15,4
NOX,10102,St. John's,NL,47.56038,-52.71147,2/23/2006,5,6,5,3,2,2,3,8,7,5,7,8,7,8,7,7,6,10,7,9,10,9,9,7
NOX,10102,St. John's,NL,47.56038,-52.71147,2/24/2006,5,6,7,9,6,14,11,19,23,17,7,7,9,7,8,9,17,21,17,20,20,13,11,8
NOX,10102,St. John's,NL,47.56038,-52.71147,2/25/2006,9,6,7,5,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,5,4,3,3
NOX,10102,St. John's,NL,47.56038,-52.71147,2/26/2006,3,4,3,4,4,6,8,6,8,6,6,7,6,7,7,7,7,7,8,7,7,6,14,9
NOX,10102,St. John's,NL,47.56038,-52.71147,2/27/2006,12,16,16,16,15,38,74,120,138,159,205,82,20,17,12,10,12,17,12,16,23,20,19,16
NOX,10102,St. John's,NL,47.56038,-52.71147,2/28/2006,16,19,24,23,26,61,73,102,167,69,15,16,10,9,9,8,9,13,19,30,24,44,93,84
NOX,10102,St. John's,NL,47.56038,-52.71147,3/1/2006,56,64,50,75,76,147,103,26,17,15,10,10,10,6,-999,-999,7,9,21,29,13,12,7,10
NOX,10102,St. John's,NL,47.56038,-52.71147,3/2/2006,12,9,6,4,3,4,5,5,5,5,5,4,5,6,6,5,6,6,4,4,4,5,5,4
NOX,10102,St. John's,NL,47.56038,-52.71147,3/3/2006,3,4,5,5,11,8,12,25,19,49,24,30,33,22,18,15,15,25,32,32,12,14,8,6
NOX,10102,St. John's,NL,47.56038,-52.71147,3/4/2006,5,6,6,7,8,13,13,16,14,11,9,8,7,7,7,8,9,14,28,31,27,27,27,24
NOX,10102,St. John's,NL,47.56038,-52.71147,3/5/2006,17,16,15,8,4,4,4,5,5,4,4,4,3,4,3,4,4,5,4,5,5,4,4,3
NOX,10102,St. John's,NL,47.56038,-52.71147,3/6/2006,4,4,3,4,4,5,7,12,12,11,12,16,12,10,8,11,13,13,12,13,13,16,11,9
NOX,10102,St. John's,NL,47.56038,-52.71147,3/7/2006,16,20,10,16,14,16,16,12,9,16,23,10,8,10,8,10,9,10,10,14,11,20,25,25
NOX,10102,St. John's,NL,47.56038,-52.71147,3/8/2006,22,20,16,12,11,14,9,14,23,20,13,16,16,13,20,21,23,23,13,13,10,17,12,11
NOX,10102,St. John's,NL,47.56038,-52.71147,3/9/2006,16,23,19,8,4,6,8,9,11,14,9,11,31,33,13,8,9,10,7,8,8,6,7,5
NOX,10102,St. John's,NL,47.56038,-52.71147,3/10/2006,4,4,4,4,4,4,17,13,10,15,8,15,9,10,11,9,12,13,16,26,74,59,55,50
NOX,10102,St. John's,NL,47.56038,-52.71147,3/11/2006,35,22,21,41,14,3,3,4,4,5,5,4,5,5,6,9,7,6,7,11,17,26,17,5
NOX,10102,St. John's,NL,47.56038,-52.71147,3/12/2006,4,4,3,4,5,5,5,5,3,3,3,3,3,3,4,7,4,5,5,5,4,5,6,5
NOX,10102,St. John's,NL,47.56038,-52.71147,3/13/2006,11,14,6,14,7,50,15,14,12,15,14,21,24,46,41,39,58,28,10,12,14,22,18,7
NOX,10102,St. John's,NL,47.56038,-52.71147,3/14/2006,4,4,2,3,4,3,4,6,8,7,8,7,7,6,9,8,8,12,11,8,9,9,13,11
NOX,10102,St. John's,NL,47.56038,-52.71147,3/15/2006,5,9,5,6,2,2,2,9,8,13,11,10,7,3,-999,9,9,23,9,5,5,5,4,4
NOX,10102,St. John's,NL,47.56038,-52.71147,3/16/2006,4,3,3,3,3,2,3,9,12,12,14,14,9,10,10,10,15,22,13,25,30,24,30,23
NOX,10102,St. John's,NL,47.56038,-52.71147,3/17/2006,12,14,16,12,9,17,19,20,25,13,16,15,13,16,16,13,11,14,19,9,10,9,11,20
NOX,10102,St. John's,NL,47.56038,-52.71147,3/18/2006,18,29,34,26,9,6,15,26,25,10,8,8,10,10,8,8,6,5,4,5,5,5,8,12
NOX,10102,St. John's,NL,47.56038,-52.71147,3/19/2006,16,16,20,23,11,15,17,8,7,6,6,5,6,9,6,7,11,7,8,9,10,7,7,8
NOX,10102,St. John's,NL,47.56038,-52.71147,3/20/2006,9,11,18,15,5,5,3,5,6,4,9,5,5,4,5,6,9,8,7,8,8,8,10,10
NOX,10102,St. John's,NL,47.56038,-52.71147,3/21/2006,6,5,4,3,3,2,7,16,11,6,6,8,8,5,6,5,6,16,10,10,10,11,8,8
NOX,10102,St. John's,NL,47.56038,-52.71147,3/22/2006,7,7,6,8,6,9,12,16,13,9,10,10,8,10,11,12,8,16,13,12,14,20,27,31
NOX,10102,St. John's,NL,47.56038,-52.71147,3/23/2006,28,33,18,29,29,24,23,23,17,15,10,10,17,11,-999,14,14,14,11,11,6,7,11,9
NOX,10102,St. John's,NL,47.56038,-52.71147,3/24/2006,5,7,5,4,2,3,3,7,9,14,10,8,8,10,8,8,13,13,8,9,9,9,10,9
NOX,10102,St. John's,NL,47.56038,-52.71147,3/25/2006,13,11,8,7,5,4,4,3,3,4,27,38,9,9,15,13,35,46,28,29,32,21,16,13
NOX,10102,St. John's,NL,47.56038,-52.71147,3/26/2006,8,8,8,12,12,13,14,9,8,5,10,26,11,8,8,14,15,8,15,14,5,8,4,13
NOX,10102,St. John's,NL,47.56038,-52.71147,3/27/2006,16,19,12,6,5,6,9,12,13,16,10,9,8,11,9,9,9,11,5,3,3,3,3,2
NOX,10102,St. John's,NL,47.56038,-52.71147,3/28/2006,1,2,5,2,2,3,4,5,6,5,10,5,5,4,6,6,6,6,4,3,3,3,4,3
NOX,10102,St. John's,NL,47.56038,-52.71147,3/29/2006,2,3,3,3,3,3,3,7,14,10,6,6,37,12,7,7,8,8,7,6,10,9,6,5
NOX,10102,St. John's,NL,47.56038,-52.71147,3/30/2006,5,7,4,4,3,6,7,8,11,11,9,10,27,8,9,9,10,11,9,26,23,23,18,18
NOX,10102,St. John's,NL,47.56038,-52.71147,3/31/2006,8,5,6,7,5,4,4,5,8,14,19,29,17,32,21,15,19,19,18,34,18,16,20,17
NOX,10102,St. John's,NL,47.56038,-52.71147,4/1/2006,16,14,19,18,14,12,18,20,12,21,32,24,27,24,30,17,28,16,14,15,7,11,7,9
NOX,10102,St. John's,NL,47.56038,-52.71147,4/2/2006,4,3,4,3,4,3,2,2,4,3,3,3,4,5,5,4,3,4,3,3,4,3,2,2
NOX,10102,St. John's,NL,47.56038,-52.71147,4/3/2006,1,1,1,2,2,3,6,9,6,8,8,6,6,43,29,20,10,11,17,13,9,14,11,8
NOX,10102,St. John's,NL,47.56038,-52.71147,4/4/2006,9,9,6,4,5,8,18,11,10,13,19,13,13,8,6,8,9,8,8,9,7,8,5,5
NOX,10102,St. John's,NL,47.56038,-52.71147,4/5/2006,5,6,4,3,3,6,9,17,20,21,15,16,13,23,14,14,10,14,12,9,5,5,8,5
NOX,10102,St. John's,NL,47.56038,-52.71147,4/6/2006,3,4,3,8,13,14,17,15,13,13,10,9,21,17,18,20,13,10,5,4,4,5,9,4
NOX,10102,St. John's,NL,47.56038,-52.71147,4/7/2006,3,3,4,4,5,4,11,22,17,8,6,5,4,5,6,7,4,4,4,5,5,4,4,4
NOX,10102,St. John's,NL,47.56038,-52.71147,4/8/2006,4,4,7,4,3,5,10,5,6,8,7,6,7,4,4,5,5,5,5,4,3,4,2,2
NOX,10102,St. John's,NL,47.56038,-52.71147,4/9/2006,2,2,2,2,3,4,6,7,10,8,6,6,6,6,5,7,12,10,13,11,6,6,6,5
NOX,10102,St. John's,NL,47.56038,-52.71147,4/10/2006,5,6,8,7,8,13,43,44,48,28,43,46,44,37,59,22,8,7,6,6,3,2,2,2
NOX,10102,St. John's,NL,47.56038,-52.71147,4/11/2006,2,2,2,2,2,3,9,8,6,10,7,4,7,9,6,5,6,5,9,17,17,10,8,8
NOX,10102,St. John's,NL,47.56038,-52.71147,4/12/2006,8,8,7,5,5,4,5,9,19,16,12,17,12,13,9,14,12,16,24,65,33,12,14,5
NOX,10102,St. John's,NL,47.56038,-52.71147,4/13/2006,4,5,6,3,4,8,8,12,12,8,10,7,9,8,9,14,10,14,9,9,11,8,5,6
NOX,10102,St. John's,NL,47.56038,-52.71147,4/14/2006,6,12,15,11,9,8,9,4,3,3,2,4,5,5,5,5,5,5,4,5,8,13,19,19
NOX,10102,St. John's,NL,47.56038,-52.71147,4/15/2006,15,21,14,12,10,9,8,24,12,18,19,33,28,34,30,31,18,21,17,13,14,16,15,15
NOX,10102,St. John's,NL,47.56038,-52.71147,4/16/2006,15,6,7,6,7,6,13,16,13,11,9,7,11,9,8,12,13,10,13,10,10,12,9,11
NOX,10102,St. John's,NL,47.56038,-52.71147,4/17/2006,9,11,11,21,20,20,25,34,26,26,12,16,34,30,24,27,36,11,11,5,12,13,20,21
NOX,10102,St. John's,NL,47.56038,-52.71147,4/18/2006,15,11,29,28,17,33,49,54,51,42,32,28,29,42,33,41,31,21,15,14,11,11,9,8
NOX,10102,St. John's,NL,47.56038,-52.71147,4/19/2006,7,13,21,24,9,10,14,21,17,-999,16,14,9,20,15,15,10,6,7,9,9,17,29,8
NOX,10102,St. John's,NL,47.56038,-52.71147,4/20/2006,6,10,19,27,39,7,38,58,28,21,16,12,21,20,14,13,12,7,5,7,6,7,6,7
NOX,10102,St. John's,NL,47.56038,-52.71147,4/21/2006,5,4,5,3,2,3,5,7,9,11,11,14,15,10,11,11,10,8,8,10,9,10,9,14
NOX,10102,St. John's,NL,47.56038,-52.71147,4/22/2006,14,14,15,8,5,5,5,5,6,8,10,7,7,9,6,6,7,7,7,7,6,12,9,13
NOX,10102,St. John's,NL,47.56038,-52.71147,4/23/2006,11,9,7,4,4,3,3,3,3,4,4,5,4,5,5,5,5,5,6,9,6,6,7,7
NOX,10102,St. John's,NL,47.56038,-52.71147,4/24/2006,5,7,6,3,3,5,20,36,47,52,25,15,15,22,16,10,14,7,7,14,15,12,6,5
NOX,10102,St. John's,NL,47.56038,-52.71147,4/25/2006,6,6,4,5,6,12,20,39,44,13,11,8,11,14,9,9,8,5,4,4,3,3,3,1
NOX,10102,St. John's,NL,47.56038,-52.71147,4/26/2006,2,1,1,1,2,3,4,6,8,8,6,10,14,17,19,10,19,11,7,7,6,6,6,5
NOX,10102,St. John's,NL,47.56038,-52.71147,4/27/2006,5,6,5,4,8,12,16,12,16,12,11,7,11,12,12,14,12,11,8,10,11,15,11,10
NOX,10102,St. John's,NL,47.56038,-52.71147,4/28/2006,6,7,5,6,5,10,33,30,31,25,22,15,12,-999,-999,16,25,20,21,24,30,59,43,38
NOX,10102,St. John's,NL,47.56038,-52.71147,4/29/2006,22,25,30,31,32,34,14,20,28,20,24,23,23,20,20,24,26,26,17,11,20,20,18,30
NOX,10102,St. John's,NL,47.56038,-52.71147,4/30/2006,24,19,15,20,10,10,8,11,11,23,17,29,43,34,22,25,29,24,9,8,7,13,6,8
NOX,10102,St. John's,NL,47.56038,-52.71147,5/1/2006,20,10,6,6,4,6,9,14,25,17,19,39,40,39,28,27,10,6,5,4,4,4,5,3
NOX,10102,St. John's,NL,47.56038,-52.71147,5/2/2006,3,3,4,5,9,14,32,39,63,64,45,33,5,7,6,6,8,6,7,10,9,15,12,17
NOX,10102,St. John's,NL,47.56038,-52.71147,5/3/2006,22,17,10,15,12,17,26,75,35,21,25,31,27,27,33,35,31,37,62,51,31,37,31,25
NOX,10102,St. John's,NL,47.56038,-52.71147,5/4/2006,19,9,9,7,7,7,25,51,108,47,12,8,12,11,11,12,7,4,5,5,21,27,26,13
NOX,10102,St. John's,NL,47.56038,-52.71147,5/5/2006,24,20,14,9,12,6,12,19,28,15,17,15,28,37,39,34,39,24,28,53,63,67,54,7
NOX,10102,St. John's,NL,47.56038,-52.71147,5/6/2006,15,9,9,23,18,3,11,33,75,29,23,18,40,72,61,13,23,47,57,59,62,34,40,51
NOX,10102,St. John's,NL,47.56038,-52.71147,5/7/2006,68,29,8,34,45,51,31,10,6,7,5,5,5,6,6,6,4,3,6,11,4,13,18,8
NOX,10102,St. John's,NL,47.56038,-52.71147,5/8/2006,3,6,3,2,5,23,44,93,104,57,25,17,31,23,23,17,12,9,8,9,8,8,12,13
NOX,10102,St. John's,NL,47.56038,-52.71147,5/9/2006,13,8,13,15,10,6,9,15,26,15,29,24,14,9,12,14,16,11,11,8,11,20,30,25
NOX,10102,St. John's,NL,47.56038,-52.71147,5/10/2006,38,38,29,30,30,42,16,11,9,14,19,14,20,18,8,9,8,7,8,12,10,9,9,14
NOX,10102,St. John's,NL,47.56038,-52.71147,5/11/2006,11,6,4,4,4,4,11,10,12,11,11,15,27,15,14,15,9,5,6,7,6,7,7,5
NOX,10102,St. John's,NL,47.56038,-52.71147,5/12/2006,4,4,5,3,2,7,6,10,11,9,16,15,11,10,10,12,12,10,9,8,10,10,9,10
NOX,10102,St. John's,NL,47.56038,-52.71147,5/13/2006,11,12,13,7,4,6,4,4,5,8,6,8,7,7,6,6,8,8,8,6,6,11,10,9
NOX,10102,St. John's,NL,47.56038,-52.71147,5/14/2006,10,11,12,8,5,6,3,3,3,4,4,4,4,4,7,5,6,9,10,20,31,35,19,13
NOX,10102,St. John's,NL,47.56038,-52.71147,5/15/2006,9,7,4,4,3,5,7,7,6,5,4,29,79,13,14,24,42,5,6,6,7,8,7,5
NOX,10102,St. John's,NL,47.56038,-52.71147,5/16/2006,3,3,3,5,4,4,8,10,11,19,15,13,13,14,14,17,13,9,7,5,5,5,5,4
NOX,10102,St. John's,NL,47.56038,-52.71147,5/17/2006,6,5,2,14,24,17,19,17,19,17,19,22,21,24,-999,22,22,19,19,14,10,21,10,12
NOX,10102,St. John's,NL,47.56038,-52.71147,5/18/2006,15,10,8,8,11,16,25,19,21,16,18,17,17,24,65,26,16,13,15,12,16,22,16,15
NOX,10102,St. John's,NL,47.56038,-52.71147,5/19/2006,14,14,9,5,3,9,8,9,11,12,17,15,19,15,11,18,20,15,15,9,15,22,20,19
NOX,10102,St. John's,NL,47.56038,-52.71147,5/20/2006,20,21,8,9,10,12,11,12,19,12,7,7,10,8,7,7,11,6,15,16,5,4,5,4
NOX,10102,St. John's,NL,47.56038,-52.71147,5/21/2006,3,3,3,2,2,3,3,3,12,8,9,9,15,21,16,14,9,6,3,4,4,3,3,2
NOX,10102,St. John's,NL,47.56038,-52.71147,5/22/2006,3,3,3,3,3,6,3,4,10,4,6,4,6,17,7,28,7,11,10,22,4,2,1,1
NOX,10102,St. John's,NL,47.56038,-52.71147,5/23/2006,1,1,1,1,2,2,5,7,5,5,7,5,7,6,6,7,6,4,5,4,4,5,4,3
NOX,10102,St. John's,NL,47.56038,-52.71147,5/24/2006,3,3,4,4,6,4,6,8,9,7,7,7,6,7,7,8,6,7,5,5,5,7,6,6
NOX,10102,St. John's,NL,47.56038,-52.71147,5/25/2006,4,4,2,2,4,6,6,6,9,11,7,7,11,11,11,20,17,18,18,7,6,4,10,6
NOX,10102,St. John's,NL,47.56038,-52.71147,5/26/2006,5,4,5,4,7,5,13,13,9,8,7,7,10,12,12,12,9,5,7,9,10,7,3,2
NOX,10102,St. John's,NL,47.56038,-52.71147,5/27/2006,3,3,18,11,3,13,3,5,7,6,6,5,6,6,6,7,5,4,4,3,3,2,2,2
NOX,10102,St. John's,NL,47.56038,-52.71147,5/28/2006,2,2,3,3,2,4,3,3,3,4,5,6,5,7,12,9,10,17,15,10,10,4,5,3
NOX,10102,St. John's,NL,47.56038,-52.71147,5/29/2006,3,2,3,3,2,3,6,7,6,7,5,5,4,4,5,4,8,6,5,6,6,8,7,4
NOX,10102,St. John's,NL,47.56038,-52.71147,5/30/2006,3,3,5,4,7,8,7,5,4,3,4,4,4,11,8,9,9,7,6,5,5,10,18,8
NOX,10102,St. John's,NL,47.56038,-52.71147,5/31/2006,4,4,4,4,4,4,6,5,5,4,5,13,15,13,17,20,13,14,9,15,16,18,13,9
NOX,10102,St. John's,NL,47.56038,-52.71147,6/1/2006,5,6,5,5,5,11,30,33,19,10,7,12,14,15,20,29,23,16,8,5,11,38,42,8
NOX,10102,St. John's,NL,47.56038,-52.71147,6/2/2006,6,4,5,4,4,10,37,30,40,60,88,20,10,17,14,20,24,25,34,21,21,32,23,14
NOX,10102,St. John's,NL,47.56038,-52.71147,6/3/2006,20,17,10,6,4,6,4,8,13,15,12,15,15,13,10,10,11,10,18,14,16,19,15,4
NOX,10102,St. John's,NL,47.56038,-52.71147,6/4/2006,6,7,7,8,11,15,9,7,10,6,11,11,8,8,9,17,13,12,8,11,11,13,13,13
NOX,10102,St. John's,NL,47.56038,-52.71147,6/5/2006,20,36,6,3,5,16,52,61,49,26,9,5,5,4,3,4,5,3,3,2,3,3,3,2
NOX,10102,St. John's,NL,47.56038,-52.71147,6/6/2006,2,4,2,2,2,4,9,12,7,5,5,8,10,9,7,11,15,7,7,6,7,16,20,14
NOX,10102,St. John's,NL,47.56038,-52.71147,6/7/2006,10,11,10,9,9,9,15,25,21,22,25,37,23,19,24,27,22,15,14,11,16,16,22,19
NOX,10102,St. John's,NL,47.56038,-52.71147,6/8/2006,14,17,16,19,8,15,12,36,23,20,21,24,23,16,16,15,18,12,15,15,17,27,23,25
