File generated on // Fichier créé sur, 2023-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant:, PM10_TEOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités, µg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant//Polluant,NAPS ID//Identifiant SNPA,City//Ville,Province/Territory//Province/Territoire,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/18/2008,5,7,8,7,5,8,12,12,9,7,6,-999,4,7,6,7,6,6,9,14,10,7,7,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/19/2008,5,4,5,4,4,5,8,8,6,8,8,8,8,8,8,8,9,9,8,7,8,8,9,9
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/20/2008,8,7,6,6,6,6,6,7,8,8,8,7,8,10,9,11,10,12,11,8,8,7,12,12
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/21/2008,8,16,8,6,21,12,14,17,19,14,9,5,8,11,18,16,11,8,7,6,6,6,7,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/22/2008,9,4,4,5,7,7,3,8,6,5,12,0,-999,-999,8,5,6,6,5,5,6,10,7,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/23/2008,5,4,4,4,5,6,9,11,9,9,9,8,7,7,7,7,7,10,8,8,8,8,8,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/24/2008,6,6,8,5,6,6,5,6,7,8,9,9,11,11,11,12,12,12,10,12,12,12,12,13
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/25/2008,14,10,13,11,8,8,14,22,27,20,8,8,8,8,12,11,10,14,20,15,23,9,13,16
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/26/2008,10,11,9,9,12,11,10,9,9,9,10,11,13,11,11,12,14,11,12,12,11,13,15,16
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/27/2008,13,10,13,11,11,8,8,10,8,7,6,7,7,7,7,8,6,7,6,5,5,5,5,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/28/2008,6,8,6,8,5,6,5,8,7,7,12,9,8,10,9,8,9,9,9,12,13,13,13,14
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/29/2008,14,13,14,12,12,11,12,-999,-999,8,8,10,13,11,12,12,12,11,11,10,11,9,8,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/30/2008,8,6,7,7,8,7,9,12,11,10,12,13,13,13,14,13,11,10,12,16,21,13,29,15
PM10,70119,Winnipeg,MB,49.89799,-97.14653,1/31/2008,11,11,13,13,11,12,15,14,13,13,14,13,14,15,16,14,11,9,8,7,6,6,8,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/1/2008,9,9,9,11,13,12,11,12,12,12,12,12,12,12,11,7,8,7,6,7,6,5,6,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/2/2008,5,6,7,5,7,5,8,6,5,6,6,8,6,8,10,13,9,9,10,9,8,10,15,13
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/3/2008,8,7,6,7,7,6,6,7,9,12,13,12,11,12,12,12,10,9,9,8,9,9,9,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/4/2008,7,6,6,6,5,6,6,6,7,7,7,6,6,7,7,7,7,6,6,6,6,6,5,4
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/5/2008,5,4,4,3,4,3,4,5,9,11,6,9,10,13,20,16,18,24,17,9,11,9,8,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/6/2008,9,9,9,6,7,5,6,7,7,7,7,7,7,9,9,9,8,9,7,7,8,8,8,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/7/2008,7,7,6,4,5,6,7,8,10,9,9,9,8,7,10,10,11,9,7,6,6,6,6,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/8/2008,8,7,7,6,7,4,4,6,6,6,9,13,24,23,31,32,28,16,11,11,9,11,12,13
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/9/2008,13,12,7,4,4,5,5,5,6,8,6,6,6,7,6,6,6,6,6,7,7,7,7,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/10/2008,7,7,8,7,7,8,6,7,6,6,6,7,5,5,6,6,7,8,7,8,8,8,7,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/11/2008,7,7,8,9,10,8,8,8,8,8,7,9,8,5,7,7,6,5,7,7,7,6,5,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/12/2008,5,6,5,6,6,6,6,7,7,11,10,10,10,11,10,11,11,10,11,6,8,6,6,4
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/13/2008,4,6,6,5,6,6,5,5,6,7,7,7,6,7,6,5,7,8,7,8,7,7,8,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/14/2008,9,8,8,8,7,9,9,12,12,16,16,11,9,7,8,7,9,8,10,9,11,14,15,16
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/15/2008,16,13,10,8,9,11,10,9,14,13,12,10,9,8,8,7,8,8,7,7,6,6,4,4
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/16/2008,5,5,6,4,7,6,6,7,8,9,8,9,9,10,8,8,10,11,9,8,11,11,12,11
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/17/2008,8,2,2,1,3,4,5,7,7,7,7,6,5,6,4,4,5,5,4,5,4,4,4,4
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/18/2008,5,4,5,5,5,4,4,3,5,5,4,5,5,3,4,5,3,4,5,6,9,8,7,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/19/2008,8,9,8,12,7,7,5,8,6,5,6,5,7,5,9,6,5,6,7,5,6,6,7,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/20/2008,8,7,6,6,5,7,17,10,11,7,4,4,6,5,6,6,6,5,6,5,5,6,5,4
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/21/2008,4,5,4,4,3,4,5,6,7,8,9,8,10,9,10,9,8,8,9,8,7,7,6,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/22/2008,7,7,7,8,9,9,10,20,13,13,12,8,11,10,10,10,10,11,10,10,10,10,10,10
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/23/2008,10,12,10,10,9,9,10,11,15,15,14,14,16,16,15,15,13,16,16,15,13,12,13,12
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/24/2008,13,12,11,12,11,10,11,12,13,15,15,17,16,13,12,12,8,5,7,5,1,4,4,5
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/25/2008,3,2,2,3,3,3,5,4,5,4,4,7,6,7,7,5,6,6,7,7,7,5,5,3
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/26/2008,3,3,4,4,4,5,5,3,7,6,6,5,4,3,4,6,4,4,5,5,5,6,6,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/27/2008,7,8,8,5,3,5,7,12,17,15,10,11,8,8,8,6,7,12,13,8,7,9,8,12
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/28/2008,10,12,9,8,9,9,8,9,12,8,8,9,9,5,8,7,5,6,8,8,8,8,5,5
PM10,70119,Winnipeg,MB,49.89799,-97.14653,2/29/2008,4,5,5,6,5,2,4,5,7,9,6,7,7,8,6,7,7,6,5,6,7,8,12,9
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/1/2008,6,7,6,9,6,5,5,6,6,6,8,10,9,9,8,7,8,7,7,6,8,9,7,10
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/2/2008,8,8,8,10,10,11,11,13,13,10,7,5,7,7,6,9,10,12,9,8,11,10,10,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/3/2008,7,7,6,5,5,7,13,18,23,22,19,22,19,19,18,20,16,19,20,25,23,26,22,21
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/4/2008,15,13,9,7,6,6,6,7,19,10,10,8,10,7,10,7,6,6,6,8,7,8,7,9
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/5/2008,9,5,5,4,4,5,7,10,14,9,11,11,7,7,7,8,9,8,6,6,7,8,7,3
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/6/2008,7,8,6,6,6,8,8,6,8,7,8,7,7,5,7,9,8,9,9,11,11,10,11,11
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/7/2008,10,11,10,8,8,8,10,-999,-999,16,19,21,21,19,17,16,15,14,14,11,11,8,6,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/8/2008,8,6,7,8,7,7,7,8,9,9,9,9,10,9,8,9,8,9,8,9,8,8,8,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/9/2008,8,8,7,8,8,11,14,18,16,14,18,16,12,6,6,7,6,6,6,7,7,6,6,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/10/2008,6,6,5,5,6,8,8,9,12,9,11,-999,14,12,14,12,11,10,9,8,6,5,7,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/11/2008,6,5,5,5,6,3,5,7,8,13,12,11,5,7,7,10,9,6,7,7,11,10,13,10
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/12/2008,7,5,6,6,9,9,9,9,9,8,7,7,5,7,11,8,8,8,7,7,5,5,5,5
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/13/2008,3,3,3,3,1,2,3,4,5,3,3,4,5,4,4,5,6,3,4,2,2,3,3,2
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/14/2008,1,2,3,3,4,4,4,5,4,4,4,4,5,5,5,7,7,8,10,8,7,9,10,9
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/15/2008,7,6,10,7,5,5,9,9,12,12,22,20,19,14,13,14,14,16,15,19,20,19,20,20
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/16/2008,12,17,12,13,11,11,11,11,10,15,18,27,23,25,16,20,18,19,18,15,10,11,11,9
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/17/2008,8,8,10,7,9,8,9,8,7,7,7,8,9,9,10,10,12,11,11,10,9,10,10,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/18/2008,8,12,8,7,8,8,9,9,7,6,5,9,10,11,8,10,13,10,9,6,10,13,11,11
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/19/2008,7,3,6,7,6,8,9,11,13,14,19,16,16,15,12,12,15,12,16,17,16,16,13,14
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/20/2008,10,8,8,7,11,12,19,39,56,38,39,38,31,23,26,22,30,26,20,24,32,32,30,22
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/21/2008,19,12,18,10,8,8,14,11,12,16,29,21,26,20,18,16,11,15,24,27,17,25,23,15
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/22/2008,13,10,4,9,7,8,7,5,6,3,4,3,3,3,5,5,6,5,7,8,6,6,6,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/23/2008,5,4,4,4,4,4,4,7,9,14,15,12,10,13,12,10,10,9,11,9,8,9,6,3
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/24/2008,3,4,2,3,3,4,4,5,7,11,21,26,22,9,10,3,8,10,12,12,13,11,8,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/25/2008,5,5,4,5,5,7,3,1,4,5,6,5,5,7,10,9,10,11,17,15,10,9,8,4
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/26/2008,3,3,2,1,2,6,3,6,9,5,9,9,13,12,15,14,19,17,14,14,19,25,21,24
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/27/2008,24,31,19,15,20,28,36,63,57,40,33,32,31,29,22,23,31,22,21,19,22,26,19,16
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/28/2008,14,13,12,12,6,8,7,6,10,8,12,13,12,26,35,19,21,18,19,14,14,15,9,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/29/2008,5,6,4,5,5,5,6,6,5,7,7,9,10,7,5,7,5,3,4,3,3,5,5,5
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/30/2008,5,2,5,5,3,1,2,6,5,3,5,4,6,5,6,4,8,9,8,12,11,12,14,9
PM10,70119,Winnipeg,MB,49.89799,-97.14653,3/31/2008,11,8,9,7,6,6,10,15,16,21,25,27,24,33,18,24,18,23,22,23,25,16,27,15
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/1/2008,15,16,8,9,9,14,31,60,60,79,86,56,33,24,33,30,29,24,19,18,13,6,7,11
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/2/2008,8,7,8,6,5,7,8,11,10,17,17,19,16,18,25,13,6,4,5,7,5,3,7,5
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/3/2008,4,4,4,3,5,6,7,15,24,21,22,22,24,21,25,31,25,18,16,21,19,30,32,1
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/4/2008,1,4,2,2,4,8,21,21,20,20,17,12,8,13,15,22,19,12,10,13,16,10,5,3
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/5/2008,0,1,3,4,5,7,10,10,10,8,7,10,13,13,15,16,26,21,16,43,35,32,34,20
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/6/2008,15,14,16,9,11,27,10,16,21,18,23,19,19,21,16,18,20,17,13,20,19,39,13,16
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/7/2008,11,10,11,8,10,23,51,77,58,30,33,24,21,22,29,33,26,18,20,31,39,45,36,30
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/8/2008,47,19,25,17,19,38,107,84,73,43,27,25,30,20,29,26,18,17,14,24,29,26,22,13
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/9/2008,13,11,11,11,11,13,17,24,28,35,35,31,32,35,32,35,35,35,23,27,19,14,13,10
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/10/2008,9,9,11,8,10,10,15,36,37,57,50,38,28,28,33,44,36,23,15,13,14,16,10,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/11/2008,5,10,9,6,7,14,29,34,32,28,35,44,45,28,32,31,23,26,15,25,24,22,22,22
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/12/2008,14,16,8,16,5,10,15,15,13,13,15,15,13,17,13,10,11,14,12,15,25,21,17,41
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/13/2008,74,32,19,21,22,11,18,21,16,8,13,10,17,12,10,11,15,18,17,19,19,59,75,52
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/14/2008,25,21,22,38,35,46,62,74,54,82,118,155,174,208,169,148,77,56,45,46,62,29,15,12
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/15/2008,9,10,8,10,11,22,33,35,36,34,37,40,41,-999,-999,42,34,26,26,20,18,17,16,11
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/16/2008,11,11,9,10,9,16,31,37,39,29,28,26,33,38,45,46,38,30,22,21,20,17,19,21
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/17/2008,17,14,14,25,22,33,52,63,50,36,20,17,15,16,23,21,16,16,19,27,43,50,47,33
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/18/2008,23,19,30,25,39,39,57,68,50,37,29,28,22,21,24,25,24,22,23,29,37,22,20,20
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/19/2008,17,20,17,18,20,18,17,23,27,27,25,20,18,14,14,14,14,14,16,15,21,19,32,22
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/20/2008,18,22,10,10,10,9,10,12,16,17,23,29,33,41,38,19,13,13,10,11,9,8,36,38
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/21/2008,23,17,15,37,20,17,16,24,32,29,10,5,3,5,12,17,16,15,12,13,15,16,17,18
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/22/2008,25,16,18,12,14,29,33,36,25,24,22,20,19,20,29,32,21,19,8,14,22,19,16,15
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/23/2008,10,12,9,8,9,12,16,17,14,12,11,12,13,12,13,13,11,10,11,12,14,9,11,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/24/2008,5,6,5,3,5,2,6,4,3,4,5,6,6,5,6,5,5,6,6,8,7,7,7,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/25/2008,7,8,7,7,7,10,17,11,12,11,11,19,31,20,23,24,20,17,14,13,11,10,10,12
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/26/2008,10,8,6,9,8,12,14,20,13,18,20,20,25,20,18,24,22,15,13,11,13,13,15,14
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/27/2008,13,12,11,10,10,12,12,10,10,10,11,15,15,13,12,15,15,13,15,14,22,17,16,18
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/28/2008,21,38,23,14,20,26,34,35,20,18,14,16,16,16,17,23,18,18,17,19,25,35,29,70
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/29/2008,24,21,44,26,20,28,35,52,50,28,33,29,26,18,32,37,31,19,20,27,21,28,19,13
PM10,70119,Winnipeg,MB,49.89799,-97.14653,4/30/2008,13,14,12,14,14,21,35,40,35,35,48,51,40,24,29,33,37,25,21,18,18,20,17,13
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/1/2008,11,7,9,9,10,14,26,27,19,20,28,26,36,41,46,36,28,20,14,12,13,12,7,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/2/2008,7,8,7,6,6,10,15,18,18,23,26,24,28,26,26,24,22,17,15,12,10,9,11,10
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/3/2008,10,10,9,9,11,12,11,10,8,6,6,9,13,14,13,13,11,10,8,5,7,5,6,5
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/4/2008,6,6,8,10,10,9,10,7,9,7,6,8,7,6,8,8,5,7,6,6,11,11,13,15
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/5/2008,10,7,7,7,9,18,30,24,16,15,12,11,11,15,16,18,18,15,12,13,13,19,19,28
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/6/2008,18,19,18,11,16,15,21,25,13,10,12,11,11,10,12,12,10,10,10,11,18,22,31,11
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/7/2008,9,10,12,11,10,13,16,15,13,11,11,10,10,10,10,13,12,11,11,9,9,10,11,12
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/8/2008,11,7,9,16,23,68,54,25,13,10,11,10,9,12,17,17,16,13,12,11,14,10,9,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/9/2008,4,4,3,6,8,13,14,15,12,8,10,10,10,10,12,13,13,9,10,6,7,6,7,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/10/2008,8,6,6,7,6,8,9,9,8,6,9,8,11,10,10,11,10,11,11,9,10,12,13,16
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/11/2008,16,13,21,12,12,13,34,40,24,17,11,13,14,14,15,14,16,13,18,20,25,22,20,15
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/12/2008,11,12,10,10,22,19,11,11,11,11,11,8,6,7,8,9,8,6,5,5,5,4,4,4
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/13/2008,4,4,4,3,3,6,7,7,5,7,8,13,14,13,14,13,16,14,13,12,18,20,18,13
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/14/2008,10,9,8,9,10,14,19,25,24,22,17,17,17,17,20,29,24,40,20,12,12,12,14,11
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/15/2008,12,11,10,9,9,14,18,25,19,16,18,17,11,15,24,16,9,22,13,8,15,26,22,23
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/16/2008,16,16,17,22,18,14,19,26,26,25,26,30,24,23,36,24,20,52,13,11,9,10,18,17
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/17/2008,12,11,8,7,6,8,8,10,12,11,20,65,30,18,11,35,42,23,18,8,9,6,7,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/18/2008,6,5,4,4,3,5,9,9,9,2,2,4,4,4,3,5,5,6,7,7,10,17,13,13
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/19/2008,18,20,11,7,8,9,9,8,6,9,8,6,6,9,6,6,9,4,4,3,2,5,4,10
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/20/2008,6,4,3,4,5,6,7,7,6,6,6,6,9,8,18,10,9,9,10,5,7,7,7,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/21/2008,10,7,8,7,8,9,17,16,9,5,4,7,7,8,9,10,8,10,10,7,6,8,7,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/22/2008,7,8,4,4,6,11,9,11,7,7,14,11,11,12,11,12,12,11,11,4,7,8,9,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/23/2008,8,3,4,5,4,5,9,11,11,11,12,12,13,11,9,10,8,7,7,9,10,11,10,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/24/2008,6,7,6,6,5,5,5,7,11,10,7,8,9,22,20,22,16,33,21,9,16,30,12,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/25/2008,13,25,7,3,3,4,4,5,8,9,8,12,12,10,7,3,3,0,0,0,1,1,1,1
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/26/2008,1,1,2,3,3,2,3,6,5,4,6,5,5,4,5,6,6,4,7,5,7,7,9,7
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/27/2008,7,4,5,6,10,22,44,25,10,9,7,8,8,8,10,10,8,8,6,8,10,12,12,10
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/28/2008,9,11,15,17,14,17,21,19,15,6,11,11,14,12,18,12,14,13,13,13,17,19,21,21
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/29/2008,28,41,59,54,36,37,43,37,35,24,30,20,19,15,10,19,21,23,16,17,14,8,6,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/30/2008,7,6,7,8,9,10,13,13,10,13,12,11,11,7,10,9,6,6,10,13,21,8,10,8
PM10,70119,Winnipeg,MB,49.89799,-97.14653,5/31/2008,6,7,6,7,5,4,5,6,9,12,10,11,13,15,13,15,8,5,6,12,7,9,11,14
PM10,70119,Winnipeg,MB,49.89799,-97.14653,6/1/2008,13,12,8,6,7,9,14,9,8,10,11,9,8,8,3,2,0,1,2,4,5,6,9,22
PM10,70119,Winnipeg,MB,49.89799,-97.14653,6/2/2008,17,9,10,11,17,17,17,36,19,8,8,7,10,10,5,6,7,7,7,15,12,8,7,6
PM10,70119,Winnipeg,MB,49.89799,-97.14653,6/3/2008,8,8,5,6,7,12,18,14,14,14,18,34,43,35,32,32,31,35,30,30,29,11,9,9
